Time 	 f_s1 	 f_s2 	 f_s3 	 W_s1 	 W_s2 	 W_s3 	 OdoMeasure 	 Heading 	 Roll 	 Pitch 	 Latitude 	 Longitude 	 Altitude 	 OdoLatitude 	 OdoLongitude 	 OdoAltitude
5.1    -0.0915730200560165    0.656052145405416    9.80350689545083    0.00922778560316258    0.00062917806902481    -0.0261032765988795    1.03938813435067    0.922634597025365    0.00932838085844749    0.0464834256224616    0.959931353795784    0.645772379263114    100.083141700425    0.95993160702827    0.645772733829315    99.881071247607    9.82586064854602
5.2    -0.0933574496830757    0.664889799713219    9.80307346087821    0.00922635639205386    0.000606842923910716    -0.0260631362294396    1.05937533561712    0.92526025758761    0.00951056969996268    0.0473848779906872    0.95993136359421    0.64577240189402    100.088067883771    0.959931616314088    0.645772757645393    99.8879023428442    9.82603904625606
5.3    -0.0951412374272804    0.673721385803722    9.80263200900026    0.00922479466982169    0.000584617569058302    -0.0260222725903089    1.07936324528577    0.927882136287351    0.0096927165998809    0.04828574989475    0.959931373545838    0.64577242500461    100.093184184598    0.95993162575187    0.645772781936844    99.8949225312739    9.82621731210057
5.4    -0.0969243714302096    0.682546789063879    9.8021825612804    0.0092231001105493    0.000562504108811669    -0.0259806870242461    1.09935180373345    0.930500162229146    0.00987482075493462    0.0491860302989803    0.959931383649318    0.645772448596311    100.098494134236    0.95993163534029    0.645772806705063    99.902135319611    9.82639544378854
5.5    -0.0987068398579782    0.691365894998514    9.80172513957014    0.00922127239114105    0.000540504638095913    -0.0259383808970105    1.11934095565623    0.933114264621734    0.0100568813620448    0.0500857081749546    0.959931393903297    0.645772472670532    100.104001258953    0.959931645078026    0.64577283195143    99.9095442095211    9.82657343903169
5.6    -0.100488630901646    0.700178589232411    9.80125976610789    0.00921931119134704    0.000518621242252902    -0.0258953555972927    1.1393306496918    0.935724372779945    0.0102388976183245    0.0509847725016301    0.959931404306426    0.645772497228672    100.10970907986    0.959931654963755    0.64577285767731    99.9171526975287    9.82675129554448
5.7    -0.102269732777645    0.708984757512414    9.80078646351779    0.00921721619378758    0.00049685599687786    -0.0258516125366434    1.15932083808097    0.938330416126614    0.0104208687210823    0.05188321226548    0.959931414857355    0.645772522272112    100.115621112823    0.959931664996154    0.645772883884055    99.9249642749262    9.82692901104414
5.8    -0.104050133728197    0.717784285709546    9.80030525480858    0.00921498708397748    0.000475210967656768    -0.0258071531494014    1.17931147636342    0.940932324194487    0.0106027938678259    0.0527810164606285    0.959931425554733    0.645772547802217    100.12174086837    0.959931675173902    0.645772910573001    99.9329824276821    9.82710658325069
5.9    -0.105829822021721    0.726577059821071    9.79981616337233    0.0092126235503503    0.000453688210204606    -0.0257619788926201    1.1993025231039    0.943530026628129    0.0107846722562658    0.0536781740889853    0.959931436397213    0.64577257382034    100.128071851597    0.959931685495679    0.64577293774547    99.9412106363507    9.82728400988701
5.99999999999999    -0.107608785953257    0.735362965972603    9.79931921298329    0.0092101252842823    0.000432289769904439    -0.0257160912459938    1.21929393964533    0.946123453185824    0.0109665030843184    0.0545746741603808    0.959931447383447    0.645772600327817    100.134617562082    0.959931695960165    0.645772965402769    99.9496523759807    9.82746128867887
6.09999999999999    -0.109387013844871    0.744141890420174    9.79881442779658    0.00920749198011643    0.000411017681747368    -0.0256694917117813    1.23928568988576    0.948712533741476    0.0111482855501103    0.0554705056927003    0.959931458512089    0.645772627325969    100.141381493787    0.959931706566044    0.645772993546191    99.9583111160248    9.82763841735492
6.19999999999999    -0.111164494046061    0.752913719552301    9.79830183234699    0.00920472333518602    0.000389873970173356    -0.0256221818147304    1.2592777400765    0.951297198286505    0.0113300188519809    0.0563656577120188    0.959931469781794    0.645772654816102    100.148367134973    0.959931717311998    0.645773022177014    99.967190320249    9.8278153936468
6.29999999999999    -0.112941214934171    0.761678339892053    9.79778145154767    0.0092018190498384    0.000368860648912939    -0.0255741631019995    1.27927005863925    0.953877376931739    0.0115117021884868    0.0572601192527352    0.959931481191219    0.645772682799508    100.155577968106    0.959931728196713    0.6457730512965    99.9762934466423    9.8279922152891
6.39999999999999    -0.114717164914792    0.770435638099117    9.79725331068883    0.00919877882745835    0.000347979720829841    -0.0255254371430792    1.29926261599999    0.956452999909304    0.0116933347584046    0.0581538793577067    0.959931492739021    0.645772711277462    100.163017469766    0.959931739218876    0.645773080905899    99.9856239473262    9.82816888001944
6.49999999999999    -0.116492332422161    0.779185500971825    9.79671743543643    0.0091956023744914    0.000327233177764502    -0.0254760055297123    1.31925538443803    0.959023997574512    0.0118749157607352    0.0590469270783833    0.959931504423861    0.645772740251225    100.170689110559    0.959931750377176    0.645773111006444    99.9951852684651    9.82834538557849
6.59999999999999    -0.118266705919561    0.787927815449233    9.79617385183085    0.00919228940046693    0.000306623000378532    -0.0254258698758134    1.33924833794853    0.961590300407743    0.0120564443947064    0.0599392514749417    0.9599315162444    0.645772769722043    100.178596355024    0.959931761670302    0.645773141599354    100.004980850176    9.82852172971002
6.69999999999999    -0.120040273899723    0.796662468613113    9.7956225862855    0.00918883961802122    0.000286151158000109    -0.0253750318173863    1.35924145211715    0.964151839016325    0.0122379198597775    0.060830841616419    0.959931528199301    0.645772799691146    100.186742661544    0.959931773096948    0.645773172685833    100.015014126439    9.8286979101609
